log_id,roll_no,course_code,session_date,status
L01075,BSAI-23-026,CS111,13-02-2024,L
L01076,BSAI-23-026,CS111,15-02-2024,P
L01077,BSAI-23-026,CS111,20-02-2024,P
L01078,BSAI-23-026,CS111,22-02-2024,L
L01079,BSAI-23-026,CS111,27-02-2024,P
L01080,BSAI-23-026,CS111,29-02-2024,P
L01081,BSAI-23-026,HU101,22-01-2024,L
L01082,BSAI-23-026,HU101,29-01-2024,P
L01083,BSAI-23-026,HU101,05-02-2024,L
L01084,BSAI-23-026,HU101,12-02-2024,P
L01085,BSAI-23-026,HU101,19-02-2024,P
L01086,BSAI-23-026,HU101,26-02-2024,P
L01087,BSAI-23-026,HU101,04-03-2024,L
L01088,BSAI-23-026,HU101,11-03-2024,P
L01089,BSAI-23-026,HU101,18-03-2024,P
L01090,BSAI-23-026,HU101,25-03-2024,L
L01091,BSAI-23-026,IS101,23-01-2024,L
L01092,BSAI-23-026,IS101,30-01-2024,P
L01093,BSAI-23-026,IS101,06-02-2024,L
L01094,BSAI-23-026,IS101,13-02-2024,P
L01095,BSAI-23-026,IS101,20-02-2024,P
L01096,BSAI-23-026,IS101,27-02-2024,P
L01097,BSAI-23-026,IS101,05-03-2024,L
L01098,BSAI-23-026,IS101,12-03-2024,P
L01099,BSAI-23-026,IS101,19-03-2024,P
L01100,BSAI-23-026,IS101,26-03-2024,L
L01101,BSAI-23-027,CS101,22-01-2024,P
L01102,BSAI-23-027,CS101,24-01-2024,P
L01103,BSAI-23-027,CS101,29-01-2024,P
L01104,BSAI-23-027,CS101,31-01-2024,P
L01105,BSAI-23-027,CS101,05-02-2024,P
L01106,BSAI-23-027,CS101,07-02-2024,A
L01107,BSAI-23-027,CS101,12-02-2024,P
L01108,BSAI-23-027,CS101,14-02-2024,P
L01109,BSAI-23-027,CS101,19-02-2024,A
L01110,BSAI-23-027,CS101,21-02-2024,P
L01111,BSAI-23-027,CS101,26-02-2024,P
L01112,BSAI-23-027,CS101,28-02-2024,P
L01113,BSAI-23-027,CS111,23-01-2024,P
L01114,BSAI-23-027,CS111,25-01-2024,L
L01115,BSAI-23-027,CS111,30-01-2024,A
L01116,BSAI-23-027,CS111,01-02-2024,P
L01117,BSAI-23-027,CS111,06-02-2024,P
L01118,BSAI-23-027,CS111,08-02-2024,P
L01119,BSAI-23-027,CS111,13-02-2024,L
L01120,BSAI-23-027,CS111,15-02-2024,P
L01121,BSAI-23-027,CS111,20-02-2024,P
L01122,BSAI-23-027,CS111,22-02-2024,A
L01123,BSAI-23-027,CS111,27-02-2024,L
L01124,BSAI-23-027,CS111,29-02-2024,P
L01125,BSAI-23-027,HU101,22-01-2024,P
L01126,BSAI-23-027,HU101,29-01-2024,P
L01127,BSAI-23-027,HU101,05-02-2024,P
L01128,BSAI-23-027,HU101,12-02-2024,P
L01129,BSAI-23-027,HU101,19-02-2024,L
L01130,BSAI-23-027,HU101,26-02-2024,A
L01131,BSAI-23-027,HU101,04-03-2024,P
L01132,BSAI-23-027,HU101,11-03-2024,P
L01133,BSAI-23-027,HU101,18-03-2024,P
L01134,BSAI-23-027,HU101,25-03-2024,P
L01135,BSAI-23-027,IS101,23-01-2024,P
L01136,BSAI-23-027,IS101,30-01-2024,P
L01137,BSAI-23-027,IS101,06-02-2024,P
L01138,BSAI-23-027,IS101,13-02-2024,P
L01139,BSAI-23-027,IS101,20-02-2024,P
L01140,BSAI-23-027,IS101,27-02-2024,L
L01141,BSAI-23-027,IS101,05-03-2024,P
L01142,BSAI-23-027,IS101,12-03-2024,P
L01143,BSAI-23-027,IS101,19-03-2024,P
L01144,BSAI-23-027,IS101,26-03-2024,P
L01145,BSAI-23-028,CS101,22-01-2024,P
L01146,BSAI-23-028,CS101,24-01-2024,P
L01147,BSAI-23-028,CS101,29-01-2024,P
L01148,BSAI-23-028,CS101,31-01-2024,P
L01149,BSAI-23-028,CS101,05-02-2024,A
L01150,BSAI-23-028,CS101,07-02-2024,P
L01151,BSAI-23-028,CS101,12-02-2024,P
L01152,BSAI-23-028,CS101,14-02-2024,P
L01153,BSAI-23-028,CS101,19-02-2024,P
L01154,BSAI-23-028,CS101,21-02-2024,P
L01155,BSAI-23-028,CS101,26-02-2024,P
L01156,BSAI-23-028,CS101,28-02-2024,P
L01157,BSAI-23-028,CS111,23-01-2024,P
L01158,BSAI-23-028,CS111,25-01-2024,P
L01159,BSAI-23-028,CS111,30-01-2024,P
L01160,BSAI-23-028,CS111,01-02-2024,P
L01161,BSAI-23-028,CS111,06-02-2024,P
L01162,BSAI-23-028,CS111,08-02-2024,L
L01163,BSAI-23-028,CS111,13-02-2024,A
L01164,BSAI-23-028,CS111,15-02-2024,P
L01165,BSAI-23-028,CS111,20-02-2024,P
L01166,BSAI-23-028,CS111,22-02-2024,L
L01167,BSAI-23-028,CS111,27-02-2024,P
L01168,BSAI-23-028,CS111,29-02-2024,P
L01169,BSAI-23-028,HU101,22-01-2024,P
L01170,BSAI-23-028,HU101,29-01-2024,P
L01171,BSAI-23-028,HU101,05-02-2024,L
L01172,BSAI-23-028,HU101,12-02-2024,P
L01173,BSAI-23-028,HU101,19-02-2024,P
L01174,BSAI-23-028,HU101,26-02-2024,P
L01175,BSAI-23-028,HU101,04-03-2024,P
L01176,BSAI-23-028,HU101,11-03-2024,P
L01177,BSAI-23-028,HU101,18-03-2024,P
L01178,BSAI-23-028,HU101,25-03-2024,P
L01179,BSAI-23-028,IS101,23-01-2024,P
L01180,BSAI-23-028,IS101,30-01-2024,P
L01181,BSAI-23-028,IS101,06-02-2024,P
L01182,BSAI-23-028,IS101,13-02-2024,P
L01183,BSAI-23-028,IS101,20-02-2024,P
L01184,BSAI-23-028,IS101,27-02-2024,P
L01185,BSAI-23-028,IS101,05-03-2024,P
L01186,BSAI-23-028,IS101,12-03-2024,P
L01187,BSAI-23-028,IS101,19-03-2024,P
L01188,BSAI-23-028,IS101,26-03-2024,P
L01189,BSAI-23-029,CS101,22-01-2024,P
L01190,BSAI-23-029,CS101,24-01-2024,P
L01191,BSAI-23-029,CS101,29-01-2024,P
L01192,BSAI-23-029,CS101,31-01-2024,P
L01193,BSAI-23-029,CS101,05-02-2024,P
L01194,BSAI-23-029,CS101,07-02-2024,P
L01195,BSAI-23-029,CS101,12-02-2024,P
L01196,BSAI-23-029,CS101,14-02-2024,P
L01197,BSAI-23-029,CS101,19-02-2024,P
L01198,BSAI-23-029,CS101,21-02-2024,L
L01199,BSAI-23-029,CS101,26-02-2024,P
L01200,BSAI-23-029,CS101,28-02-2024,A
L01201,BSAI-23-029,CS111,23-01-2024,P
L01202,BSAI-23-029,CS111,25-01-2024,P
L01203,BSAI-23-029,CS111,30-01-2024,P
L01204,BSAI-23-029,CS111,01-02-2024,P
L01205,BSAI-23-029,CS111,06-02-2024,P
L01206,BSAI-23-029,CS111,08-02-2024,P
L01207,BSAI-23-029,CS111,13-02-2024,P
L01208,BSAI-23-029,CS111,15-02-2024,P
L01209,BSAI-23-029,CS111,20-02-2024,P
L01210,BSAI-23-029,CS111,22-02-2024,P
L01211,BSAI-23-029,CS111,27-02-2024,P
L01212,BSAI-23-029,CS111,29-02-2024,P
L01213,BSAI-23-029,HU101,22-01-2024,L
L01214,BSAI-23-029,HU101,29-01-2024,P
L01215,BSAI-23-029,HU101,05-02-2024,A
L01216,BSAI-23-029,HU101,12-02-2024,P
L01217,BSAI-23-029,HU101,19-02-2024,P
L01218,BSAI-23-029,HU101,26-02-2024,P
L01219,BSAI-23-029,HU101,04-03-2024,P
L01220,BSAI-23-029,HU101,11-03-2024,P
L01221,BSAI-23-029,HU101,18-03-2024,A
L01222,BSAI-23-029,HU101,25-03-2024,P
L01223,BSAI-23-029,IS101,23-01-2024,P
L01224,BSAI-23-029,IS101,30-01-2024,A
L01225,BSAI-23-029,IS101,06-02-2024,P
L01226,BSAI-23-029,IS101,13-02-2024,P
L01227,BSAI-23-029,IS101,20-02-2024,A
L01228,BSAI-23-029,IS101,27-02-2024,P
L01229,BSAI-23-029,IS101,05-03-2024,L
L01230,BSAI-23-029,IS101,12-03-2024,L
L01231,BSAI-23-029,IS101,19-03-2024,P
L01232,BSAI-23-029,IS101,26-03-2024,P
L01233,BSAI-23-030,CS101,22-01-2024,A
L01234,BSAI-23-030,CS101,24-01-2024,A
L01235,BSAI-23-030,CS101,29-01-2024,A
L01236,BSAI-23-030,CS101,31-01-2024,A
L01237,BSAI-23-030,CS101,05-02-2024,A
L01238,BSAI-23-030,CS101,07-02-2024,A
L01239,BSAI-23-030,CS101,12-02-2024,A
L01240,BSAI-23-030,CS101,14-02-2024,A
L01241,BSAI-23-030,CS101,19-02-2024,A
L01242,BSAI-23-030,CS101,21-02-2024,A
L01243,BSAI-23-030,CS101,26-02-2024,A
L01244,BSAI-23-030,CS101,28-02-2024,A
L01245,BSAI-23-030,CS111,23-01-2024,A
L01246,BSAI-23-030,CS111,25-01-2024,A
L01247,BSAI-23-030,CS111,30-01-2024,A
L01248,BSAI-23-030,CS111,01-02-2024,A
L01249,BSAI-23-030,CS111,06-02-2024,A
L01250,BSAI-23-030,CS111,08-02-2024,A
L01251,BSAI-23-030,CS111,13-02-2024,A
L01252,BSAI-23-030,CS111,15-02-2024,A
L01253,BSAI-23-030,CS111,20-02-2024,A
L01254,BSAI-23-030,CS111,22-02-2024,A
L01255,BSAI-23-030,CS111,27-02-2024,A
L01256,BSAI-23-030,CS111,29-02-2024,A
L01257,BSAI-23-030,HU101,22-01-2024,A
L01258,BSAI-23-030,HU101,29-01-2024,A
L01259,BSAI-23-030,HU101,05-02-2024,A
L01260,BSAI-23-030,HU101,12-02-2024,A
L01261,BSAI-23-030,HU101,19-02-2024,A
L01262,BSAI-23-030,HU101,26-02-2024,A
L01263,BSAI-23-030,HU101,04-03-2024,A
L01264,BSAI-23-030,HU101,11-03-2024,A
L01265,BSAI-23-030,HU101,18-03-2024,A
L01266,BSAI-23-030,HU101,25-03-2024,A
L01267,BSAI-23-030,IS101,23-01-2024,A
L01268,BSAI-23-030,IS101,30-01-2024,A
L01269,BSAI-23-030,IS101,06-02-2024,A
L01270,BSAI-23-030,IS101,13-02-2024,A
L01271,BSAI-23-030,IS101,20-02-2024,A
L01272,BSAI-23-030,IS101,27-02-2024,A
L01273,BSAI-23-030,IS101,05-03-2024,A
L01274,BSAI-23-030,IS101,12-03-2024,A
L01275,BSAI-23-030,IS101,19-03-2024,A
L01276,BSAI-23-030,IS101,26-03-2024,A
L01277,BSAI-23-001,CS101,BSAI-23-001,P
L01278,BSAI-23-003,CS101,BSAI-23-001,A
L01279,BSAI-23-004,CS101,BSAI-23-001,P
L01280,BSAI-23-005,CS101,BSAI-23-001,P
L01281,BSAI-23-006,CS101,BSAI-23-001,P
L01282,BSAI-23-007,CS101,BSAI-23-001,P
L01283,BSAI-23-008,CS101,BSAI-23-001,P
L01284,BSAI-23-009,CS101,BSAI-23-001,P
L01285,BSAI-23-010,CS101,BSAI-23-001,P
L01286,BSAI-23-011,CS101,BSAI-23-001,P
L01287,BSAI-23-001,CS101,06/06/26,P
